PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Nicolas Edet,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 14,-,-,-,-,3,-,10,-,13,
Nicolas Edet,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 17,-,-,-,-,3,-,-,-,3,
Nicolas Edet,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Nicolas Edet,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 1,-,-,-,-,-,-,-,4,4,
Tom-Jelte Slagter,2014,Stage 2,-,-,-,1,-,-,-,-,1,
Tom-Jelte Slagter,2014,Stage 3,-,-,-,1,-,-,-,-,1,
Tom-Jelte Slagter,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 16,40,-,-,-,-,-,-,-,40,
Tom-Jelte Slagter,2014,Stage 17,-,-,-,-,8,-,-,-,8,
Tom-Jelte Slagter,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 19,-,-,-,-,8,-,10,6,24,
Tom-Jelte Slagter,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Tom-Jelte Slagter,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Tom-Jelte Slagter,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 1,-,-,-,-,-,-,-,6,6,
Danny Pate,2014,Stage 2,-,-,-,-,-,-,-,6,6,
Danny Pate,2014,Stage 3,-,-,-,-,-,-,-,6,6,
Danny Pate,2014,Stage 4,-,-,-,-,-,-,-,6,6,
Danny Pate,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 7,-,-,-,-,-,-,-,2,2,
Danny Pate,2014,Stage 8,-,-,-,-,-,-,-,4,4,
Danny Pate,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Danny Pate,2014,Stage 11,-,-,-,-,-,-,-,4,4,
Danny Pate,2014,Stage 12,-,-,-,-,-,-,-,4,4,
Danny Pate,2014,Stage 13,-,-,-,-,-,-,-,2,2,
Danny Pate,2014,Stage 14,-,-,-,-,-,-,-,2,2,
Danny Pate,2014,Stage 15,-,-,-,-,-,-,-,2,2,
Danny Pate,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Danny Pate,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,Stage 20,25,-,-,-,-,-,-,-,25,
Danny Pate,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Danny Pate,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 3,-,-,-,-,-,-,-,2,2,
Jens Keukeleire,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Jens Keukeleire,2014,Stage 5,70,-,-,-,-,-,-,-,70,
Jens Keukeleire,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 16,-,-,-,-,1,-,-,-,1,
Jens Keukeleire,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Jens Keukeleire,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 18,-,-,-,-,8,6,10,-,24,
Julien Simon,2014,Stage 19,50,-,-,-,-,-,-,-,50,
Julien Simon,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Julien Simon,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 2,-,-,-,-,-,-,-,8,8,
Amael Moinard,2014,Stage 3,-,-,-,-,-,-,-,2,2,
Amael Moinard,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Amael Moinard,2014,Stage 5,-,-,-,-,-,-,-,2,2,
Amael Moinard,2014,Stage 6,-,-,-,-,-,-,-,2,2,
Amael Moinard,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 9,-,-,-,-,-,-,-,2,2,
Amael Moinard,2014,Stage 10,-,-,-,-,5,10,10,-,25,
Amael Moinard,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 14,-,-,-,-,5,-,10,-,15,
Amael Moinard,2014,Stage 15,-,-,-,-,1,-,-,-,1,
Amael Moinard,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Amael Moinard,2014,End-of-Tour,-,-,-,-,-,-,-,10,10,
Marco Marcato,2014,Stage 1,-,-,-,-,-,-,-,8,8,
Marco Marcato,2014,Stage 2,-,-,-,-,-,-,-,4,4,
Marco Marcato,2014,Stage 3,-,-,-,-,-,-,-,8,8,
Marco Marcato,2014,Stage 4,-,-,-,-,8,-,-,4,12,
Marco Marcato,2014,Stage 5,-,-,-,-,-,-,-,2,2,
Marco Marcato,2014,Stage 6,-,-,-,-,2,-,-,2,4,
Marco Marcato,2014,Stage 7,-,-,-,-,-,-,-,6,6,
Marco Marcato,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 12,-,-,-,-,-,-,-,4,4,
Marco Marcato,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 15,-,-,-,-,-,-,-,2,2,
Marco Marcato,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 18,-,-,-,-,2,-,10,-,12,
Marco Marcato,2014,Stage 19,5,-,-,-,-,-,-,-,5,
Marco Marcato,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Marco Marcato,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 1,-,-,-,-,-,-,-,4,4,
Jack Bauer,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 15,30,-,-,-,12,-,10,-,52,
Jack Bauer,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Jack Bauer,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Jack Bauer,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Jack Bauer,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 1,-,-,-,-,-,-,-,4,4,
Bartosz Huzarski,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 7,-,-,-,-,5,-,10,-,15,
Bartosz Huzarski,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 9,-,-,-,-,-,-,-,2,2,
Bartosz Huzarski,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 13,-,-,-,-,-,-,10,2,12,
Bartosz Huzarski,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 18,-,-,-,-,6,15,10,-,31,
Bartosz Huzarski,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Bartosz Huzarski,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 9,-,-,-,-,-,-,-,4,4,
Markel Irizar,2014,Stage 10,-,-,-,-,8,-,10,-,18,
Markel Irizar,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,Stage 20,40,-,-,-,-,-,-,-,40,
Markel Irizar,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Markel Irizar,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 7,-,-,-,-,10,-,10,-,20,
Anthony Delaplace,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 11,-,-,-,-,10,-,10,-,20,
Anthony Delaplace,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 16,15,-,-,-,5,-,-,-,20,
Anthony Delaplace,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 6,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2014,Stage 7,-,-,-,-,-,-,-,2,2,
Jurgen Roelandts,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 9,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 11,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2014,Stage 12,10,-,-,-,-,-,-,-,10,
Jurgen Roelandts,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 19,30,-,-,-,-,-,-,-,30,
Jurgen Roelandts,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Imanol Erviti,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Imanol Erviti,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Imanol Erviti,2014,Stage 13,-,-,-,-,-,-,-,4,4,
Imanol Erviti,2014,Stage 14,-,-,-,-,-,-,-,4,4,
Imanol Erviti,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Imanol Erviti,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Imanol Erviti,2014,Stage 17,-,-,-,-,-,-,-,10,10,
Imanol Erviti,2014,Stage 18,-,-,-,-,-,-,-,2,2,
Imanol Erviti,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Imanol Erviti,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Imanol Erviti,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Imanol Erviti,2014,End-of-Tour,-,-,-,-,-,-,-,20,20,
Benat Intxausti,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Benat Intxausti,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Benat Intxausti,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Benat Intxausti,2014,Stage 13,-,-,-,-,-,-,-,4,4,
Benat Intxausti,2014,Stage 14,-,-,-,-,-,-,-,4,4,
Benat Intxausti,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Benat Intxausti,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Benat Intxausti,2014,Stage 17,-,-,-,-,-,-,-,10,10,
Benat Intxausti,2014,Stage 18,-,-,-,-,-,-,-,2,2,
Benat Intxausti,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Benat Intxausti,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Benat Intxausti,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Benat Intxausti,2014,End-of-Tour,-,-,-,-,-,-,-,20,20,
Ruben Plaza,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Ruben Plaza,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Ruben Plaza,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Ruben Plaza,2014,Stage 13,-,-,-,-,-,-,-,4,4,
Ruben Plaza,2014,Stage 14,-,-,-,-,-,-,-,4,4,
Ruben Plaza,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Ruben Plaza,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Ruben Plaza,2014,Stage 17,-,-,-,-,-,-,-,10,10,
Ruben Plaza,2014,Stage 18,-,-,-,-,-,-,-,2,2,
Ruben Plaza,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Ruben Plaza,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Ruben Plaza,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Ruben Plaza,2014,End-of-Tour,-,-,-,-,-,-,-,20,20,
Luis Angel Mate,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 4,-,-,-,-,12,-,10,-,22,
Luis Angel Mate,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 6,-,-,-,2,8,-,10,-,20,
Luis Angel Mate,2014,Stage 7,-,-,-,2,-,-,-,-,2,
Luis Angel Mate,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 13,-,-,-,-,-,6,-,-,6,
Luis Angel Mate,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Luis Angel Mate,2014,Stage 21,-,-,-,-,8,-,-,-,8,
Luis Angel Mate,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 2,-,-,-,-,-,-,-,2,2,
Niki Terpstra,2014,Stage 3,-,-,-,-,-,-,-,2,2,
Niki Terpstra,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 7,-,-,-,-,-,-,-,6,6,
Niki Terpstra,2014,Stage 8,10,-,-,-,15,-,10,-,35,
Niki Terpstra,2014,Stage 9,-,-,-,-,-,-,-,6,6,
Niki Terpstra,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Niki Terpstra,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 15,5,-,-,-,-,-,-,-,5,
Niki Terpstra,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Niki Terpstra,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2014,Stage 1,-,-,-,-,1,-,-,8,9,
Maciej Bodnar,2014,Stage 2,-,-,-,-,-,-,-,4,4,
Maciej Bodnar,2014,Stage 3,-,-,-,-,-,-,-,8,8,
Maciej Bodnar,2014,Stage 4,-,-,-,-,-,-,-,4,4,
Maciej Bodnar,2014,Stage 5,-,-,-,-,2,-,-,2,4,
Maciej Bodnar,2014,Stage 6,-,-,-,-,-,-,-,2,2,
Maciej Bodnar,2014,Stage 7,-,-,-,-,-,-,-,6,6,
Maciej Bodnar,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2014,Stage 9,-,-,-,-,-,-,-,-,0,
