PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Emanuel Buchmann,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 8,5,-,-,-,-,-,-,-,5,
Emanuel Buchmann,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 13,-,1,-,-,-,-,-,-,1,
Emanuel Buchmann,2016,Stage 14,-,1,-,-,-,-,-,-,1,
Emanuel Buchmann,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 19,-,-,-,-,10,-,10,-,20,
Emanuel Buchmann,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Emanuel Buchmann,2016,Final Classifications,-,50,-,-,-,-,-,-,50,
Luis Angel Mat,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 7,70,-,-,-,-,-,-,2,72,
Luis Angel Mat,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 12,-,-,-,-,-,-,-,2,2,
Luis Angel Mat,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Luis Angel Mat,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 1,-,-,-,-,-,-,-,10,10,
Fabio Sabatini,2016,Stage 2,-,-,-,-,-,-,-,8,8,
Fabio Sabatini,2016,Stage 3,-,-,-,-,1,-,-,4,5,
Fabio Sabatini,2016,Stage 4,-,-,-,-,1,-,-,10,11,
Fabio Sabatini,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Fabio Sabatini,2016,Stage 6,-,-,-,-,2,-,-,8,10,
Fabio Sabatini,2016,Stage 7,-,-,-,-,-,-,-,2,2,
Fabio Sabatini,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Fabio Sabatini,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Fabio Sabatini,2016,Stage 10,-,-,-,-,-,-,-,2,2,
Fabio Sabatini,2016,Stage 11,-,-,-,-,8,-,-,2,10,
Fabio Sabatini,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 14,-,-,-,-,1,-,-,-,1,
Fabio Sabatini,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Fabio Sabatini,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Michael Valgren,2016,Stage 2,-,-,-,-,-,-,-,12,12,
Michael Valgren,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Michael Valgren,2016,Stage 4,-,-,-,-,-,-,-,8,8,
Michael Valgren,2016,Stage 5,-,-,-,-,-,-,-,2,2,
Michael Valgren,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Michael Valgren,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Michael Valgren,2016,Stage 11,-,-,-,-,5,-,-,8,13,
Michael Valgren,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Michael Valgren,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Michael Valgren,2016,Stage 16,-,-,-,-,-,-,-,6,6,
Michael Valgren,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Michael Valgren,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Michael Valgren,2016,Stage 21,-,-,-,-,-,-,-,4,4,
Michael Valgren,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 1,-,-,-,10,-,-,10,-,20,
Paul Voss,2016,Stage 2,-,-,-,6,12,-,10,-,28,
Paul Voss,2016,Stage 3,-,-,-,6,-,-,-,-,6,
Paul Voss,2016,Stage 4,-,-,-,6,-,-,-,-,6,
Paul Voss,2016,Stage 5,-,-,-,2,-,-,-,-,2,
Paul Voss,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 8,-,-,-,-,6,-,-,-,6,
Paul Voss,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Paul Voss,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 1,-,-,2,-,15,-,10,-,27,
Leigh Howard,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 11,-,-,-,-,-,-,10,-,10,
Leigh Howard,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 15,-,-,-,-,-,-,-,6,6,
Leigh Howard,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Leigh Howard,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Leigh Howard,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Leigh Howard,2016,Stage 20,-,-,-,-,-,-,-,4,4,
Leigh Howard,2016,Stage 21,15,-,-,-,-,-,-,-,15,
Leigh Howard,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 4,-,-,-,-,12,-,10,-,22,
Oliver Naesen,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 11,30,-,-,-,-,-,-,-,30,
Oliver Naesen,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 15,-,-,-,-,-,-,-,6,6,
Oliver Naesen,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Oliver Naesen,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Oliver Naesen,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Stage 20,-,-,-,-,-,-,-,4,4,
Oliver Naesen,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Oliver Naesen,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2016,Stage 2,-,-,-,-,-,-,-,12,12,
Matteo Tosatto,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Matteo Tosatto,2016,Stage 4,-,-,-,-,-,-,-,8,8,
Matteo Tosatto,2016,Stage 5,-,-,-,-,-,-,-,2,2,
Matteo Tosatto,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Matteo Tosatto,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2016,Stage 11,-,-,-,-,-,-,-,8,8,
Matteo Tosatto,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Matteo Tosatto,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2016,Stage 16,-,-,-,-,4,-,-,6,10,
Matteo Tosatto,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Matteo Tosatto,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2016,Stage 21,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 4,-,-,-,-,8,-,10,-,18,
Alexis Gougeard,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Alexis Gougeard,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Alexis Gougeard,2016,Stage 19,-,-,-,-,-,-,-,10,10,
Alexis Gougeard,2016,Stage 20,-,-,-,-,-,4,10,4,18,
Alexis Gougeard,2016,Stage 21,-,-,-,-,5,-,-,4,9,
Alexis Gougeard,2016,Final Classifications,-,-,-,-,-,-,-,10,10,
Gregory Henderson,2016,Stage 1,30,11,-,-,-,-,-,6,47,
Gregory Henderson,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Gregory Henderson,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Gregory Henderson,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Gregory Henderson,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Gregory Henderson,2016,Stage 21,-,-,-,-,-,-,-,6,6,
Gregory Henderson,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 15,-,-,-,-,10,-,-,-,10,
Steve Morabito,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 17,40,-,-,-,-,6,10,-,56,
Steve Morabito,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Steve Morabito,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Mathew Hayman,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Mathew Hayman,2016,Stage 4,-,-,-,-,-,-,-,6,6,
Mathew Hayman,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 7,-,-,-,-,-,-,-,8,8,
Mathew Hayman,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Mathew Hayman,2016,Stage 9,-,-,-,-,-,-,-,4,4,
Mathew Hayman,2016,Stage 10,-,-,-,-,-,-,-,10,10,
Mathew Hayman,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Mathew Hayman,2016,Stage 12,-,-,-,-,-,-,-,4,4,
Mathew Hayman,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 14,5,-,-,-,-,-,-,2,7,
Mathew Hayman,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Mathew Hayman,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Mathew Hayman,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Mathew Hayman,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Mathew Hayman,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Oscar Gatto,2016,Stage 2,-,-,-,-,-,-,-,12,12,
Oscar Gatto,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Oscar Gatto,2016,Stage 4,-,-,-,-,-,-,-,8,8,
Oscar Gatto,2016,Stage 5,-,-,-,-,-,-,-,2,2,
Oscar Gatto,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Oscar Gatto,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Oscar Gatto,2016,Stage 11,-,-,-,-,-,-,-,8,8,
Oscar Gatto,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Oscar Gatto,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Oscar Gatto,2016,Stage 16,-,-,-,-,-,-,-,6,6,
Oscar Gatto,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Oscar Gatto,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Oscar Gatto,2016,Stage 21,-,-,-,-,-,-,-,4,4,
Oscar Gatto,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 1,-,-,-,-,-,-,-,12,12,
Natnael Berhane,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Natnael Berhane,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 6,-,-,-,-,-,-,-,6,6,
Natnael Berhane,2016,Stage 7,-,-,-,-,-,-,-,6,6,
Natnael Berhane,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 9,-,-,-,-,-,-,10,-,10,
Natnael Berhane,2016,Stage 10,-,-,-,-,-,-,-,2,2,
Natnael Berhane,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 12,-,-,-,-,-,-,-,4,4,
Natnael Berhane,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 14,-,-,-,-,-,-,-,6,6,
Natnael Berhane,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 19,-,-,-,-,-,-,10,-,10,
Natnael Berhane,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Natnael Berhane,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 14,20,-,-,-,-,-,-,-,20,
Sam Bennett,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Sam Bennett,2016,Stage 21,40,-,-,-,-,-,-,-,40,
Sam Bennett,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Michael Albasini,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Michael Albasini,2016,Stage 4,-,-,-,-,-,-,-,6,6,
Michael Albasini,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 7,-,-,-,-,-,-,-,8,8,
Michael Albasini,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Michael Albasini,2016,Stage 9,-,-,-,-,-,-,-,4,4,
Michael Albasini,2016,Stage 10,-,-,-,-,-,-,-,10,10,
Michael Albasini,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Michael Albasini,2016,Stage 12,-,-,-,-,-,-,-,4,4,
Michael Albasini,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Michael Albasini,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Michael Albasini,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Michael Albasini,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Michael Albasini,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Michael Albasini,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Christopher Juul-Jensen,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Christopher Juul-Jensen,2016,Stage 4,-,-,-,-,-,-,-,6,6,
Christopher Juul-Jensen,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 7,-,-,-,-,-,-,-,8,8,
Christopher Juul-Jensen,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Christopher Juul-Jensen,2016,Stage 9,-,-,-,-,-,-,-,4,4,
Christopher Juul-Jensen,2016,Stage 10,-,-,-,-,-,-,-,10,10,
Christopher Juul-Jensen,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Christopher Juul-Jensen,2016,Stage 12,-,-,-,-,-,-,-,4,4,
Christopher Juul-Jensen,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Christopher Juul-Jensen,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Christopher Juul-Jensen,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Christopher Juul-Jensen,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Christopher Juul-Jensen,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Christopher Juul-Jensen,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Rubn Plaza,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Rubn Plaza,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Rubn Plaza,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Rubn Plaza,2016,Stage 4,-,-,-,-,-,-,-,6,6,
Rubn Plaza,2016,Stage 5,-,-,-,-,-,-,-,-,0,
