PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Marco Haller,2015,Stage 21,-,-,-,-,-,-,-,2,2,
Marco Haller,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 14,-,-,-,-,3,-,10,4,17,
Jeremy Roy,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Stage 20,-,-,-,-,-,-,-,6,6,
Jeremy Roy,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Jeremy Roy,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 14,-,-,-,-,-,-,-,6,6,
Jacques Janse Van Rensburg,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 16,-,-,-,-,-,-,-,4,4,
Jacques Janse Van Rensburg,2015,Stage 17,-,-,-,-,-,-,-,4,4,
Jacques Janse Van Rensburg,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Jacques Janse Van Rensburg,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Jacques Janse Van Rensburg,2015,Final Classifications,-,-,-,-,-,-,-,5,5,
Frederic Brun,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 4,-,-,-,-,12,-,10,-,22,
Frederic Brun,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Frederic Brun,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 7,-,-,-,-,12,-,10,-,22,
Brice Feillu,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Brice Feillu,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 5,20,-,-,-,-,-,-,-,20,
Zakkari Dempster,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 11,-,-,-,-,-,-,-,2,2,
Zakkari Dempster,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 9,5,-,-,-,-,-,-,-,5,
Jose Serpa,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 16,-,-,-,-,-,-,-,6,6,
Jose Serpa,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Stage 20,-,-,-,-,10,-,-,-,10,
Jose Serpa,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Jose Serpa,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 9,20,-,-,-,-,-,-,-,20,
Lars Boom,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Lars Boom,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 9,20,-,-,-,-,-,-,-,20,
Rein Taaramae,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Rein Taaramae,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 3,-,-,-,-,-,-,10,-,10,
Bryan Nauleau,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 6,-,-,-,-,-,-,-,2,2,
Bryan Nauleau,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Bryan Nauleau,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Bryan Nauleau,2015,Stage 21,-,-,-,-,-,-,-,4,4,
Bryan Nauleau,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 3,-,-,-,-,-,-,-,2,2,
Damien Gaudin,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 8,-,-,-,-,-,-,-,6,6,
Damien Gaudin,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 12,-,-,-,-,-,-,-,2,2,
Damien Gaudin,2015,Stage 13,-,-,-,-,-,-,-,2,2,
Damien Gaudin,2015,Stage 14,-,-,-,-,-,-,-,2,2,
Damien Gaudin,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 18,-,-,-,-,-,-,-,6,6,
Damien Gaudin,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Damien Gaudin,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 3,-,-,-,-,-,-,-,6,6,
Alberto Losada,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 12,-,-,-,-,-,-,-,6,6,
Alberto Losada,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 15,-,-,-,-,-,-,-,2,2,
Alberto Losada,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 19,-,-,-,-,2,-,-,-,2,
Alberto Losada,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Alberto Losada,2015,Stage 21,-,-,-,-,-,-,-,2,2,
Alberto Losada,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 11,-,-,-,-,-,4,10,-,14,
Steve Morabito,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 14,-,-,-,-,-,-,-,4,4,
Steve Morabito,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Steve Morabito,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 11,-,-,-,-,-,-,-,2,2,
Paul Voss,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 15,15,-,-,-,-,-,-,-,15,
Paul Voss,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Paul Voss,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 9,15,-,-,-,-,-,-,-,15,
Jerome Coppel,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 16,-,-,-,-,-,-,-,2,2,
Jerome Coppel,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Jerome Coppel,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 9,15,-,-,-,-,-,-,-,15,
Reto Hollenstein,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 16,-,-,-,-,-,-,-,2,2,
Reto Hollenstein,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Reto Hollenstein,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 2,-,-,-,-,-,-,-,2,2,
Albert Timmer,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 4,-,-,-,-,-,-,-,4,4,
Albert Timmer,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 15,-,-,-,-,-,-,-,4,4,
Albert Timmer,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 17,-,-,-,-,-,-,-,6,6,
Albert Timmer,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Albert Timmer,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 3,-,-,-,-,-,-,-,6,6,
Giampaolo Caruso,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 12,-,-,-,-,-,-,-,6,6,
Giampaolo Caruso,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 15,-,-,-,-,-,-,-,2,2,
Giampaolo Caruso,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Giampaolo Caruso,2015,Stage 21,-,-,-,-,-,-,-,2,2,
Giampaolo Caruso,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
